,Design Option,Category,Family,Type,Family and Type,Type Id,Type Name,Family Name,Base Level,Base Offset,Column Style,Level,Moves With Grids,Room Bounding,Top Level,Top Offset,Length,Volume,Host Id,Structural Material,Phase Created,Phase Demolished,Enable Analytical Model,Rebar Cover - Other Faces,b,h,OmniClass Number,OmniClass Title,Section Shape,Rebar Cover - Bottom Face,Rebar Cover - Top Face,Work Plane,Area,Calculate Coefficient of Utilization,Mark,count,D,Light Source Symbol Size,W,LI,Glass,At a distance,Ballast Loss,Color Filter,Dimming Lamp Color Temperature Shift,Efficacy,Illuminance,Initial Color,Initial Color Temperature,Initial Intensity,Initial Light Intensity Input Method,Lamp Lumen Depreciation,Lamp Tilt Loss,Light Loss Factor,Light Loss Input Method,Luminaire Dirt Depreciation,Luminous Flux,Luminous Intensity,Surface Depreciation Loss,Temperature Color,Temperature Loss,Total Light Loss Factor,Voltage Loss,Wattage,d,w,Elevation from Level,Host,Schedule Level,H,Default Elevation,offset,base,Moves With Nearby Elements,Offset from Path,Angled Joins,Baluster Offset,Landing Height Adjustment,Rail Connections,Railing Height,Tangent Joins,Use Landing Height Adjustment,Height,Lateral Offset,Position,Baluster Family,Baluster Length,Baluster Separation,Baluster Shape,Baluster Spacing Type (Stair Railing Only),Baluster Width,Balusters Per Tread (Stair Railing Only),Rail Shape,Railing Thickness,Railing Width,Desired Stair Height,Actual Number of Risers,Actual Riser Height,Actual Tread Depth,Desired Number of Risers,Tread/Riser Start Number,Rebar Cover,Maximum Riser Height,Minimum Run Width,Minimum Tread Depth,Construction Method,Function,Landing Type,Run Type,Cut Mark Type,Left Lateral Offset,Left Support,Left Support Type,Middle Support,Middle Support Number,Middle Support Type,Right Lateral Offset,Right Support,Right Support Type,pergola,top,Height Offset From Level,Related to Mass,Core Thickness,Elevation at Bottom,Elevation at Bottom Core,Elevation at Bottom Survey,Elevation at Top,Elevation at Top Core,Elevation at Top Survey,Perimeter,Thickness,Span Direction,Structural,Absorptance,Heat Transfer Coefficient (U),Roughness,Thermal Mass,Thermal Resistance (R),Default Thickness,Coarse Scale Fill Color,Coarse Scale Fill Pattern,Display in Hidden Views,Sill Height,Angle data,2D Swing Angle,3D Angle (0°=closed),Head Height,Analytic Construction,Wall Closure,Hdata,Wdata,data,w2,Door distance from edge,Width,Type Mark,Edge,Frame Projection,Frame Width 1,Frame Width 2,gap,Base,Handle,L,L2,r,r2,wdata,Parapet Corner L,Width Left,Width Right,frame,frame 90°,glass,parapet,Parapet Corner,Parapet Straight,Exterior Offset,Parapet Height,Parapet Offset,Thickness of frame,Width of frame,Default Sill Height,1 Frame,1 Frame Corner Left,1 Frame Corner Left Double Glass,1 Frame Double Glass,1 Frame Glass,2 Frame,2 Frame Glass Left,2 Frame Glass Right,2 Frame Left,2 Frame Right,Base Constraint,Base Extension Distance,Base is Attached,Location Line,Top Constraint,Top Extension Distance,Top is Attached,Unconnected Height,Rebar Cover - Exterior Face,Rebar Cover - Interior Face,Structural Usage,Wrapping at Ends,Wrapping at Inserts
1234841,None,OST_Windows,1 Frame Corner Left,1 Frame Corner Left,1 Frame Corner Left,1 Frame Corner Left,1 Frame Corner Left,window,,,,Level 2,,,,,,0.14 m³,300,,Phase 1,None,,,,,23.30.20.00,Windows,,,,,33 m²,,294,,,,2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,2200,<None>,0,,,,,,1500,34,,,,,,,,,,,,2400,1279,2450,0,340996,340996,202043,340996,Yes,No,50,20,50,50,50,800,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
1226234,None,OST_Windows,1 Frame Double,1 Frame Double,1 Frame Double,1 Frame Double,1 Frame Double,window,,,,Level 1,,,,,,0.03 m³,300,,Phase 1,None,,,,,23.30.20.00,Windows,,,,,9 m²,,283,,,,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,2900,<None>,0,,,,,,1000,37,,,,,,,,,,,,1026,1115,1076,0,340996,340996,202043,340996,No,Yes,50,20,50,50,50,800,Yes,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,
1227945,None,OST_Windows,1 Frame Double,1 Frame Double,1 Frame Double,1 Frame Double,1 Frame Double,window,,,,Level 1,,,,,,0.03 m³,300,,Phase 1,None,,,,,23.30.20.00,Windows,,,,,9 m²,,284,,,,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,2900,<None>,0,,,,,,1000,37,,,,,,,,,,,,1026,1115,1076,0,340996,340996,202043,340996,No,Yes,50,20,50,50,50,800,Yes,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,
1228011,None,OST_Windows,1 Frame Double,1 Frame Double,1 Frame Double,1 Frame Double,1 Frame Double,window,,,,Level 1,,,,,,0.05 m³,300 4,,Phase 1,None,,,,,23.30.20.00,Windows,,,,,15 m²,,285,,,,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,2900,<None>,0,,,,,,1000,37,,,,,,,,,,,,1910,1115,1960,0,340996,340996,202043,340996,No,Yes,50,20,50,50,50,800,Yes,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,
1233039,None,OST_Windows,1 Frame Double,1 Frame Double,1 Frame Double,1 Frame Double,1 Frame Double,window,,,,Level 2,,,,,,0.03 m³,300,,Phase 1,None,,,,,23.30.20.00,Windows,,,,,9 m²,,286,,,,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,,,,2800,<None>,0,,,,,,1000,37,,,,,,,,,,,,1000,1115,1050,0,340996,340996,202043,340996,No,Yes,50,20,50,50,50,800,Yes,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,
1233306,None,OST_Windows,1 Frame Double,1 Frame Double,1 Frame Double,1 Frame Double,1 Frame Double,window,,,,Level 2,,,,,,0.07 m³,300,,Phase 1,None,,,,,23.30.20.00,Windows,,,,,20 m²,,287,,,,2670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,,,,2800,<None>,0,,,,,,1000,37,,,,,,,,,,,,2620,1115,2670,0,340996,340996,202043,340996,No,Yes,50,20,50,50,50,800,Yes,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,
1233574,None,OST_Windows,1 Frame Double,1 Frame Double,1 Frame Double,1 Frame Double,1 Frame Double,window,,,,Level 2,,,,,,0.02 m³,300,,Phase 1,None,,,,,23.30.20.00,Windows,,,,,6 m²,,291,,,,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,,,,2800,<None>,0,,,,,,1000,37,,,,,,,,,,,,658,1115,708,0,340996,340996,202043,340996,No,Yes,50,20,50,50,50,800,Yes,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,
1233935,None,OST_Windows,1 Frame Double,1 Frame Double,1 Frame Double,1 Frame Double,1 Frame Double,window,,,,Level 2,,,,,,0.09 m³,300,,Phase 1,None,,,,,23.30.20.00,Windows,,,,,25 m²,,292,,,,964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,900,<None>,0,,,,,,1000,37,,,,,,,,,,,,914,1115,964,0,340996,340996,202043,340996,No,Yes,50,20,50,50,50,800,Yes,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,
1234998,None,OST_Windows,1 Frame Double,1 Frame Double,1 Frame Double,1 Frame Double,1 Frame Double,window,,,,Level 2,,,,,,0.06 m³,300,,Phase 1,None,,,,,23.30.20.00,Windows,,,,,18 m²,,295,,,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,2200,<None>,0,,,,,,1000,37,,,,,,,,,,,,1250,1115,1300,0,340996,340996,202043,340996,No,Yes,50,20,50,50,50,800,Yes,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,
1225498,None,OST_Windows,2 Frame Left Door,2 Frame Left Door,2 Frame Left Door,2 Frame Left Door,2 Frame Left Door,window,,,,Level 1,,,,,,0.29 m³,300,,Phase 1,None,,,,,23.30.20.00,Windows,,,,,63 m²,,281,,,,2587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,2700,<None>,0,,,,,,2200,38,,,,,,,,,,,,2537,1115,1312,1275,340996,340996,202043,340996,No,No,50,20,50,50,50,800,No,No,No,No,No,Yes,No,Yes,Yes,No,,,,,,,,,,,,,
1236111,None,OST_Windows,2 Frame Left Door,2 Frame Left Door,2 Frame Left Door,2 Frame Left Door,2 Frame Left Door,window,,,,Level 2,,,,,,0.15 m³,300,,Phase 1,None,,,,,23.30.20.00,Windows,,,,,34 m²,,297,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,4000,<None>,0,,,,,,2200,38,,,,,,,,,,,,2450,1115,1250,1250,340996,340996,202043,340996,No,Yes,50,20,50,50,50,800,No,No,No,No,No,Yes,No,Yes,Yes,No,,,,,,,,,,,,,
1220286,None,OST_Walls,200,200,200,200,200,Basic Wall,,200,,,,Yes,,0,2170,1.10 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.2100 W/(m²·K),3,1.10 kJ/K,4.7619 (m²·K)/W,,0,None,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,0,No,2,Level 2,0,No,2600,Rebar Cover 1,Rebar Cover 1,1,0,0
1220721,None,OST_Walls,200,200,200,200,200,Basic Wall,,200,,,,Yes,,0,2030,1.03 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.2100 W/(m²·K),3,1.10 kJ/K,4.7619 (m²·K)/W,,0,None,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,0,No,2,Level 2,0,No,2600,Rebar Cover 1,Rebar Cover 1,1,0,0
1220866,None,OST_Walls,200,200,200,200,200,Basic Wall,,200,,,,Yes,,0,1100,0.57 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,3 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.2100 W/(m²·K),3,1.10 kJ/K,4.7619 (m²·K)/W,,0,None,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,0,No,2,Level 2,0,No,2600,Rebar Cover 1,Rebar Cover 1,1,0,0
1221058,None,OST_Walls,200,200,200,200,200,Basic Wall,,200,,,,Yes,,0,900,0.10 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,1 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.2100 W/(m²·K),3,1.10 kJ/K,4.7619 (m²·K)/W,,0,None,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,0,No,2,Level 2,0,No,2600,Rebar Cover 1,Rebar Cover 1,1,0,0
1221149,None,OST_Walls,200,200,200,200,200,Basic Wall,,200,,,,Yes,,0,1130,0.46 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,2 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.2100 W/(m²·K),3,1.10 kJ/K,4.7619 (m²·K)/W,,0,None,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,0,No,2,Level 2,0,No,2600,Rebar Cover 1,Rebar Cover 1,1,0,0
1221327,None,OST_Walls,200,200,200,200,200,Basic Wall,,200,,,,Yes,,0,2040,0.60 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,3 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.2100 W/(m²·K),3,1.10 kJ/K,4.7619 (m²·K)/W,,0,None,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,0,No,2,Level 2,0,No,2600,Rebar Cover 1,Rebar Cover 1,1,0,0
1221688,None,OST_Walls,200,200,200,200,200,Basic Wall,,200,,,,Yes,,0,3890,1.54 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,8 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.2100 W/(m²·K),3,1.10 kJ/K,4.7619 (m²·K)/W,,0,None,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,0,No,2,Level 2,0,No,2600,Rebar Cover 1,Rebar Cover 1,1,0,0
1221802,None,OST_Walls,200,200,200,200,200,Basic Wall,,200,,,,Yes,,0,4390,1.80 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,9 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.2100 W/(m²·K),3,1.10 kJ/K,4.7619 (m²·K)/W,,0,None,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,0,No,2,Level 2,0,No,2600,Rebar Cover 1,Rebar Cover 1,1,0,0
1221981,None,OST_Walls,200,200,200,200,200,Basic Wall,,200,,,,Yes,,0,2440,1.00 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.2100 W/(m²·K),3,1.10 kJ/K,4.7619 (m²·K)/W,,0,None,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,0,No,2,Level 2,0,No,2600,Rebar Cover 1,Rebar Cover 1,1,0,0
1222459,None,OST_Walls,200,200,200,200,200,Basic Wall,,200,,,,Yes,,0,2810,1.33 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,7 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.2100 W/(m²·K),3,1.10 kJ/K,4.7619 (m²·K)/W,,0,None,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,0,No,2,Level 2,0,No,2600,Rebar Cover 1,Rebar Cover 1,1,0,0
1228461,None,OST_Walls,200,200,200,200,200,Basic Wall,,200,,,,Yes,,0,3325,1.78 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,9 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.2100 W/(m²·K),3,1.10 kJ/K,4.7619 (m²·K)/W,,0,None,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,0,No,2,Level 2,0,No,2600,Rebar Cover 1,Rebar Cover 1,1,0,0
1228613,None,OST_Walls,200,200,200,200,200,Basic Wall,,200,,,,Yes,,0,2135,1.14 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.2100 W/(m²·K),3,1.10 kJ/K,4.7619 (m²·K)/W,,0,None,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,0,No,2,Level 2,0,No,2600,Rebar Cover 1,Rebar Cover 1,1,0,0
1231581,None,OST_Walls,200,200,200,200,200,Basic Wall,,0,,,,Yes,,0,6050,3.53 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,18 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.2100 W/(m²·K),3,1.10 kJ/K,4.7619 (m²·K)/W,,0,None,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 2,0,No,2,Level 3,0,Yes,3400,Rebar Cover 1,Rebar Cover 1,1,0,0
1231711,None,OST_Walls,200,200,200,200,200,Basic Wall,,0,,,,Yes,,0,3930,1.74 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,9 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.2100 W/(m²·K),3,1.10 kJ/K,4.7619 (m²·K)/W,,0,None,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 2,0,No,2,Level 3,0,Yes,3400,Rebar Cover 1,Rebar Cover 1,1,0,0
1232011,None,OST_Walls,200,200,200,200,200,Basic Wall,,0,,,,Yes,,0,3790,2.27 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,11 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.2100 W/(m²·K),3,1.10 kJ/K,4.7619 (m²·K)/W,,0,None,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 2,0,No,2,Level 3,0,Yes,3400,Rebar Cover 1,Rebar Cover 1,1,0,0
1232209,None,OST_Walls,200,200,200,200,200,Basic Wall,,0,,,,Yes,,0,3270,1.93 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,10 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.2100 W/(m²·K),3,1.10 kJ/K,4.7619 (m²·K)/W,,0,None,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 2,0,No,2,Level 3,0,Yes,3400,Rebar Cover 1,Rebar Cover 1,1,0,0
1232588,None,OST_Walls,200,200,200,200,200,Basic Wall,,0,,,,Yes,,0,2850,1.73 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,9 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.2100 W/(m²·K),3,1.10 kJ/K,4.7619 (m²·K)/W,,0,None,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 2,0,No,2,Level 3,0,Yes,3400,Rebar Cover 1,Rebar Cover 1,1,0,0
1222144,None,OST_Walls,100,100,100,100,100,Basic Wall,,200,,,,Yes,,0,2810,1.43 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,14 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.4200 W/(m²·K),3,0.55 kJ/K,2.3810 (m²·K)/W,,0,None,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,0,No,2,Level 3,0,Yes,6000,Rebar Cover 1,Rebar Cover 1,1,0,0
1218195,None,OST_Walls,300,300,300,300,300,Basic Wall,,200,,,,Yes,,0,9840,8.78 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,29 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.1400 W/(m²·K),3,1.65 kJ/K,7.1429 (m²·K)/W,,0,None,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,0,No,2,Level 3,0,No,6000,Rebar Cover 1,Rebar Cover 1,1,0,0
1218404,None,OST_Walls,300,300,300,300,300,Basic Wall,,200,,,,Yes,,0,7200,11.83 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,39 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.1400 W/(m²·K),3,1.65 kJ/K,7.1429 (m²·K)/W,,0,None,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,0,No,2,Level 3,0,No,6000,Rebar Cover 1,Rebar Cover 1,1,0,0
1218557,None,OST_Walls,300,300,300,300,300,Basic Wall,,200,,,,Yes,,0,7740,12.74 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,42 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.1400 W/(m²·K),3,1.65 kJ/K,7.1429 (m²·K)/W,,0,None,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,0,No,2,Level 3,0,No,6000,Rebar Cover 1,Rebar Cover 1,1,0,0
1218658,None,OST_Walls,300,300,300,300,300,Basic Wall,,200,,,,Yes,,0,985,0.65 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,2 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.1400 W/(m²·K),3,1.65 kJ/K,7.1429 (m²·K)/W,,0,None,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,0,No,2,Level 2,0,No,2600,Rebar Cover 1,Rebar Cover 1,1,0,0
1219149,None,OST_Walls,300,300,300,300,300,Basic Wall,,200,,,,Yes,,0,6220,4.85 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,16 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.1400 W/(m²·K),3,1.65 kJ/K,7.1429 (m²·K)/W,,0,None,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,0,No,2,Level 2,0,No,2600,Rebar Cover 1,Rebar Cover 1,1,0,0
1219283,None,OST_Walls,300,300,300,300,300,Basic Wall,,200,,,,Yes,,0,3720,2.67 m³,,302611,Phase 1,None,Yes,Rebar Cover 1,,,,,,,,,9 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,0.7,0.1400 W/(m²·K),3,1.65 kJ/K,7.1429 (m²·K)/W,,0,None,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 1,0,No,2,Level 2,0,No,2600,Rebar Cover 1,Rebar Cover 1,1,0,0
