,Design Option,Category,Family,Type,Family and Type,Type Id,Type Name,Family Name,Host,Level,Moves With Nearby Elements,Offset from Host,Host Id,Phase Created,Phase Demolished,Height,Render Appearance,Elevation from Level,Type Comments,Area,Volume,Depth,Label,Material,Width,Toe Depth,Toe Height,Cabinet Material,Door/Drawer Material,Handle Material,Panel Face Material,Burner Material,Range Material,Base Level,Base Offset,Column Location Mark,Column Style,Moves With Grids,Room Bounding,Top Level,Top Offset,Length,Structural Material,Enable Analytical Model,Rebar Cover - Bottom Face,Rebar Cover - Other Faces,Rebar Cover - Top Face,b,h,Section Shape,Cross-Section Rotation,End Level Offset,Orientation,Reference Level,Reference Level Elevation,Start Level Offset,Work Plane,Elevation at Bottom,Elevation at Top,End Extension,Join Status,Start Extension,y Justification,y Offset Value,yz Justification,z Justification,z Offset Value,Cut Length,End Connection,Start Connection,Stick Symbol Location,Structural Usage,Height Offset From Level,Perimeter,Absorptance,Roughness,Thickness,Coarse Scale Fill Color,Coarse Scale Fill Pattern,Mark,Bowl/Basin Material,Seat Material,Counter Height,Fixture Material,Sink Material,Length - Leg 1,Length - Leg 2,Sink Location,Sink Location To Wall,Sink Opening Depth,Sink Opening Width,Counter Thickness,Counter Top Material,Angle,Offset,Corner Mullion,Position,Profile,Width on side 1,Width on side 2,Trim Thickness,Trim Width,Frame Material,Offset from Path,Angled Joins,Baluster Offset,Landing Height Adjustment,Rail Connections,Railing Height,Tangent Joins,Use Landing Height Adjustment,Baluster Family,Baluster Length,Baluster Separation,Baluster Shape,Baluster Spacing Type (Stair Railing Only),Baluster Width,Balusters Per Tread (Stair Railing Only),Rail Shape,Railing Thickness,Railing Width,Lateral Offset,Down arrow,Down label,Down text,Show Up arrow in all views,Up arrow,Up label,Up text,Maximum Riser Height,Minimum Tread Depth,Extend Below Base,Function,Landing Overlap,Monolithic Stairs,Underside of Winder,Break Symbol in Plan,Text Font,Text Size,Monolithic Material,Riser Material,Stringer Material,Tread Material,Begin with Riser,End with Riser,Riser Thickness,Riser Type,Riser to Tread Connection,Landing Carriage Height,Left Stringer,Middle Stringers,Open Stringer Offset,Right Stringer,Stringer Carriage Height,Stringer Height,Stringer Thickness,Trim Stringers at Top,Apply Nosing Profile,Nosing Length,Nosing Profile,Tread Thickness,Rebar Cover,Diameter,Offset Base,Offset Top,Seat/Back Material,Base Material,Top Material,Cushion Material,Center Width,Mattress Material,Drawer Material,Dresser Material,Knob Material,Tubing Material,Sofa Material,Desk-Body,Handle/Leg Material,Centre Piece,Chair Side Spacing,Leg Spacing Length,Leg Spacing Width,Leg Width,Table Height,Table Top Thickness,Vis - End Chairs,Keynote,Material Chair Covering,Material Chair Structure,Material Table,Extrusion End,Extrusion Start,Level Offset,Related to Mass,Fascia Depth,Rafter Cut,Slope,Default Thickness,Span Direction,Structural,Display in Hidden Views,Sill Height,Head Height,Wall Closure,Trim Projection Ext,Trim Projection Int,Type Mark,Door Material,Rail Width - Base,Rail Width - Top,Stile Width - Hinge,Stile Width - Latch,Trim Projection,Default Sill Height,Window Inset,Frame Exterior Material,Frame Interior Material,Glass Pane Material,Sash,Trim Projection - Ext.,Trim Projection - Int.,Trim Width - Exterior,Trim Width - Interior,Sash Material,Trim Exterior Material,Trim Interior Material,Base Constraint,Base Extension Distance,Base is Attached,Location Line,Top Constraint,Top Extension Distance,Top is Attached,Unconnected Height,Wrapping at Ends,Wrapping at Inserts,Rebar Cover - Exterior Face,Rebar Cover - Interior Face
209051,None,OST_PlumbingFixtures,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,M_Sink Kitchen-Island,Level : 04 2 kat,04 2 kat,No,0.00,None,New Construction,None,,,0.00,,0.51 m²,0.01 m³,0.45,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,0.90,195301,195301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209081,None,OST_PlumbingFixtures,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,M_Sink Kitchen-Island,Level : 05 3kat,05 3kat,No,0.00,None,New Construction,None,,,0.00,,0.51 m²,0.01 m³,0.45,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,0.90,195301,195301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209085,None,OST_PlumbingFixtures,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,M_Sink Kitchen-Island,Level : 05 3kat,05 3kat,No,0.00,None,New Construction,None,,,0.00,,0.51 m²,0.01 m³,0.45,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,0.90,195301,195301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209103,None,OST_PlumbingFixtures,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,M_Sink Kitchen-Island,Level : 05 3kat,05 3kat,No,0.00,None,New Construction,None,,,0.00,,0.51 m²,0.01 m³,0.45,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,0.90,195301,195301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209105,None,OST_PlumbingFixtures,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,M_Sink Kitchen-Island,Level : 05 3kat,05 3kat,No,0.00,None,New Construction,None,,,0.00,,0.51 m²,0.01 m³,0.45,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,0.90,195301,195301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210542,None,OST_PlumbingFixtures,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,M_Sink Kitchen-Island,Level : 02 zemin kat,02 zemin kat,No,0.00,None,New Construction,None,,,0.00,,0.51 m²,0.01 m³,0.45,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,0.90,195301,195301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210544,None,OST_PlumbingFixtures,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,M_Sink Kitchen-Island,Level : 02 zemin kat,02 zemin kat,No,0.00,None,New Construction,None,,,0.00,,0.51 m²,0.01 m³,0.45,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,0.80,195301,195301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210548,None,OST_PlumbingFixtures,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,M_Sink Kitchen-Island,Level : 02 zemin kat,02 zemin kat,No,0.00,None,New Construction,None,,,0.00,,0.51 m²,0.01 m³,0.45,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,0.90,195301,195301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210555,None,OST_PlumbingFixtures,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,M_Sink Kitchen-Island,Level : 03 1kat,03 1kat,No,0.00,None,New Construction,None,,,0.00,,0.51 m²,0.01 m³,0.45,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,0.90,195301,195301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210561,None,OST_PlumbingFixtures,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,M_Sink Kitchen-Island,Level : 03 1kat,03 1kat,No,0.00,None,New Construction,None,,,0.00,,0.51 m²,0.01 m³,0.45,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,0.90,195301,195301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211585,None,OST_PlumbingFixtures,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,M_Sink Kitchen-Island,Level : 01 bodrum kat,01 bodrum kat,No,0.00,None,New Construction,None,,,0.00,,0.51 m²,0.01 m³,0.45,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,0.90,195301,195301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211700,None,OST_PlumbingFixtures,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,M_Sink Kitchen-Island,Level : 03 1kat,03 1kat,No,0.00,None,New Construction,None,,,0.00,,0.51 m²,0.01 m³,0.45,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,0.90,195301,195301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217962,None,OST_PlumbingFixtures,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,M_Sink Kitchen-Island,Level : 06 çatı kullanımı,06 çatı kullanımı,No,0.00,None,New Construction,None,,,0.00,,0.51 m²,0.01 m³,0.45,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,0.90,195301,195301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218248,None,OST_PlumbingFixtures,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,M_Sink Kitchen-Island,Level : 06 çatı kullanımı,06 çatı kullanımı,No,0.00,None,New Construction,None,,,0.00,,0.51 m²,0.01 m³,0.45,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,0.90,195301,195301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287074,None,OST_PlumbingFixtures,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,M_Sink Kitchen-Island,Level : 02 zemin kat,02 zemin kat,No,0.00,None,New Construction,None,,,0.00,,0.51 m²,0.01 m³,0.45,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,0.80,195301,195301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287409,None,OST_PlumbingFixtures,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,M_Sink Kitchen-Island,Level : 03 1kat,03 1kat,No,0.00,None,New Construction,None,,,0.00,,0.51 m²,0.01 m³,0.45,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,0.80,195301,195301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287435,None,OST_PlumbingFixtures,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,450 x 450mm,M_Sink Kitchen-Island,Level : 03 1kat,03 1kat,No,0.00,None,New Construction,None,,,0.00,,0.51 m²,0.01 m³,0.45,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,0.80,195301,195301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421464,None,OST_Casework,_TEZGAH,_TEZGAH,_TEZGAH,_TEZGAH,_TEZGAH,M_Counter Top-L Shaped w Sink Hole,Floor : Generic 150mm,02 zemin kat,No,0.00,None,New Construction,None,0.80,,0.00,,3.15 m²,0.11 m³,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,2.36,1.10,0.15,0.38,0.59,0.04,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425408,None,OST_Casework,_TEZGAH,_TEZGAH,_TEZGAH,_TEZGAH,_TEZGAH,M_Counter Top-L Shaped w Sink Hole,Floor : Generic 150mm,02 zemin kat,No,0.00,None,New Construction,None,0.80,,0.00,,3.15 m²,0.11 m³,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,2.36,1.10,0.15,0.38,0.59,0.04,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425693,None,OST_Casework,_TEZGAH,_TEZGAH,_TEZGAH,_TEZGAH,_TEZGAH,M_Counter Top-L Shaped w Sink Hole,Floor : döşeme 32mm,03 1kat,No,0.00,None,New Construction,None,0.80,,0.00,,3.31 m²,0.11 m³,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,2.56,1.10,0.15,0.38,0.59,0.04,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426601,None,OST_Casework,_TEZGAH,_TEZGAH,_TEZGAH,_TEZGAH,_TEZGAH,M_Counter Top-L Shaped w Sink Hole,Floor : döşeme 32mm,03 1kat,No,0.00,None,New Construction,None,0.80,,0.00,,3.31 m²,0.11 m³,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,2.56,1.10,0.15,0.38,0.59,0.04,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427410,None,OST_Casework,_TEZGAH,_TEZGAH,_TEZGAH,_TEZGAH,_TEZGAH,M_Counter Top-L Shaped w Sink Hole,Floor : döşeme 32mm,04 2 kat,No,0.00,None,New Construction,None,0.80,,0.00,,3.31 m²,0.11 m³,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,2.56,1.10,0.15,0.38,0.59,0.04,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427414,None,OST_Casework,_TEZGAH,_TEZGAH,_TEZGAH,_TEZGAH,_TEZGAH,M_Counter Top-L Shaped w Sink Hole,Floor : döşeme 32mm,04 2 kat,No,0.00,None,New Construction,None,0.80,,0.00,,3.31 m²,0.11 m³,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,2.56,1.10,0.15,0.38,0.59,0.04,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428964,None,OST_Casework,_TEZGAH,_TEZGAH,_TEZGAH,_TEZGAH,_TEZGAH,M_Counter Top-L Shaped w Sink Hole,Floor : döşeme 32mm,05 3kat,No,0.00,None,New Construction,None,0.80,,0.00,,3.31 m²,0.11 m³,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,2.56,0.80,0.15,0.38,0.59,0.04,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473921,None,OST_Casework,_TEZGAH,_TEZGAH,_TEZGAH,_TEZGAH,_TEZGAH,M_Counter Top-L Shaped w Sink Hole,Floor : döşeme 32mm,05 3kat,No,0.00,None,New Construction,None,0.80,,0.00,,3.31 m²,0.11 m³,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,2.56,0.80,0.15,0.38,0.59,0.04,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545989,None,OST_CurtainWallMullions,50 x 150mm,50 x 150mm,50 x 150mm,50 x 150mm,50 x 150mm,Rectangular Mullion,,None,,,545920,New Construction,None,,,,,0.22 m²,0.01 m³,,,533,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,0.00°,0.00,No,-3,None,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545990,None,OST_CurtainWallMullions,50 x 150mm,50 x 150mm,50 x 150mm,50 x 150mm,50 x 150mm,Rectangular Mullion,,None,,,545920,New Construction,None,,,,,0.23 m²,0.01 m³,,,533,,,,,,,,,,,,,,,,,,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,0.00°,0.00,No,-3,None,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545991,None,OST_CurtainWallMullions,50 x 150mm,50 x 150mm,50 x 150mm,50 x 150mm,50 x 150mm,Rectangular Mullion,,None,,,545920,New Construction,None,,,,,0.22 m²,0.01 m³,,,533,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,0.00°,0.00,No,-3,None,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545992,None,OST_CurtainWallMullions,50 x 150mm,50 x 150mm,50 x 150mm,50 x 150mm,50 x 150mm,Rectangular Mullion,,None,,,545920,New Construction,None,,,,,0.23 m²,0.01 m³,,,533,,,,,,,,,,,,,,,,,,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,0.00°,0.00,No,-3,None,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545997,None,OST_CurtainWallMullions,50 x 150mm,50 x 150mm,50 x 150mm,50 x 150mm,50 x 150mm,Rectangular Mullion,,None,,,545920,New Construction,None,,,,,0.22 m²,0.01 m³,,,533,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,0.00°,0.00,No,-3,None,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545998,None,OST_CurtainWallMullions,50 x 150mm,50 x 150mm,50 x 150mm,50 x 150mm,50 x 150mm,Rectangular Mullion,,None,,,545920,New Construction,None,,,,,0.23 m²,0.01 m³,,,533,,,,,,,,,,,,,,,,,,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,0.00°,0.00,No,-3,None,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545999,None,OST_CurtainWallMullions,50 x 150mm,50 x 150mm,50 x 150mm,50 x 150mm,50 x 150mm,Rectangular Mullion,,None,,,545920,New Construction,None,,,,,0.22 m²,0.01 m³,,,533,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,0.00°,0.00,No,-3,None,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546000,None,OST_CurtainWallMullions,50 x 150mm,50 x 150mm,50 x 150mm,50 x 150mm,50 x 150mm,Rectangular Mullion,,None,,,545920,New Construction,None,,,,,0.23 m²,0.01 m³,,,533,,,,,,,,,,,,,,,,,,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,0.00°,0.00,No,-3,None,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546002,None,OST_CurtainWallMullions,50 x 150mm,50 x 150mm,50 x 150mm,50 x 150mm,50 x 150mm,Rectangular Mullion,,None,,,545920,New Construction,None,,,,,0.22 m²,0.01 m³,,,533,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,0.00°,0.00,No,-3,None,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
