,Family,Type,Base Constraint,Base Extension Distance,Base Offset,Base is Attached,Location Line,Related to Mass,Room Bounding,Top Constraint,Top Extension Distance,Top Offset,Top is Attached,Unconnected Height,Area,Length,Design Option,Category,Family and Type,Type Id,Phase Created,Phase Demolished,Enable Analytical Model,Structural,Structural Usage,Type Name,Family Name,Horizontal Profile Offset,Vertical Profile Offset,Volume,Angle,Rebar Cover,Profile,Material,Host,Level,Moves With Nearby Elements,Offset from Host,Host Id,Height,Render Appearance,Render Appearance Properties,Tire Material,Elevation from Level,Default Elevation,Assembly Code,Assembly Description,OmniClass Number,OmniClass Title,Type Comments,Instructions,Schedule Level,Diameter,Overall Length,Radius,Fire Rating,Complies To Buy American Act,Complies to NAFTA,Percentage of Recycled Content,MasterFormat Section Number,ADA Compliant,Copyright,Description,Industry Standards,Manufacturer,Material Note,Model,OmniClass Code,Technical Data,URL,Version,Warranty Information,Material and Finish,Installation Type,Depth,Width,Low Emitting Material,Buy American Act,MasterFormat Number,MasterFormat Title,Modeling Code,Accessory Material,Dimensional Limits,Total Depth,Total Height,Total Width,Frame Material,Reflective Material,Cabinet Material,Base Level,Column Location Mark,Column Style,Moves With Grids,Top Level,Structural Material,Base Connection,Top Connection,Ht,b,kr,t,A,Section Shape,Shape,W,Height Offset From Level,Perimeter,Absorptance,Roughness,Coarse Scale Fill Color,Coarse Scale Fill Pattern,Heat Transfer Coefficient (U),Thermal Mass,Thermal Resistance (R),Parking Length,Parking Width,pl,pw,Accesible Aisle,Mark,Mounting Height,Piping Material,Toilet - Bowl Material,Toilet - Seat Material,System Type,Flow Pressure,Cold Water Connection Diameter,Cold Water Connection Radius,Hot Water Connection Diameter,Hot Water Connection Radius,Waste Connection Diameter,Waste Connection Radius,Nominal Depth,Nominal Height,Nominal Width,Faucet,OmniClass,Product URL,Sink Material,CWFU,HWFU,WFU,CW Connection,HW Connection,Vent Connection,Waste Connection,Offset,Corner Mullion,Position,Thickness,Width on side 1,Width on side 2,Define Thermal Properties by,Bold,Italic,Text Font,Text Size,Offset from Path,Angled Joins,Baluster Offset,Landing Height Adjustment,Rail Connections,Railing Height,Tangent Joins,Use Landing Height Adjustment,Baluster Family,Baluster Length,Baluster Separation,Baluster Shape,Baluster Spacing Type (Stair Railing Only),Baluster Width,Balusters Per Tread (Stair Railing Only),Rail Shape,Railing Thickness,Railing Width,Desired Stair Height,Actual Number of Risers,Actual Riser Height,Actual Tread Depth,Desired Number of Risers,Tread/Riser Start Number,Maximum Riser Height,Minimum Run Width,Minimum Tread Depth,Construction Method,Function,Landing Type,Run Type,Cut Mark Type,Left Lateral Offset,Left Support,Left Support Type,Middle Support,Middle Support Number,Middle Support Type,Right Lateral Offset,Right Support,Right Support Type,Offset Base,Offset Top,Spacing Axis 1,Spacing Axis 2,Base Offset From Level,Cutoff Level,Cutoff Offset,Fascia Depth,Maximum Ridge Height,Rafter Cut,Slope,Default Thickness,Elevation at Bottom,Elevation at Top,Span Direction,Display in Hidden Views,Frame Type,Hardware,Type Mark,Glazing Material,Handle Material,Sill Height,Head Height,Wall Closure,Trim Projection Ext,Trim Projection Int,Trim Width,Door Material,Trim Projection Ext.,Trim Projection Int.,Trim Width Ext.,Trim Width Int.,Analytic Construction,Construction Type Id,Solar Heat Gain Coefficient,Visual Light Transmittance,Default Sill Height,Window Inset,Glass Pane Material,Sash Material,Categorize as,Wrapping at Ends,Wrapping at Inserts,Center Mark Visible,Justification,Number,Automatically Embed,Curtain Panel,Join Condition,Adjust for Mullion Size,Layout,Spacing,Border 1 Type,Border 2 Type,Interior Type
151945,Exterior - Brick Over CMU w Metal Stud,Exterior - Brick Over CMU w Metal Stud,Finished Floor,"0' - 0""","0' - 0""",No,2,No,Yes,Lower Parapet,"0' - 0""","1' - 0""",No,"26' - 0""",45 SF,"1' - 8 15/16""",None,OST_StackedWalls,Exterior - Brick Over CMU w Metal Stud,Exterior - Brick Over CMU w Metal Stud,New Construction,None,No,No,0,Exterior - Brick Over CMU w Metal Stud,Stacked Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151952,Exterior - Brick Over CMU w Metal Stud,Exterior - Brick Over CMU w Metal Stud,Finished Floor,"0' - 0""","0' - 0""",No,2,No,Yes,Lower Parapet,"0' - 0""","1' - 0""",No,"26' - 0""",208 SF,"8' - 0 1/8""",None,OST_StackedWalls,Exterior - Brick Over CMU w Metal Stud,Exterior - Brick Over CMU w Metal Stud,New Construction,None,No,No,0,Exterior - Brick Over CMU w Metal Stud,Stacked Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151959,Exterior - Brick Over CMU w Metal Stud,Exterior - Brick Over CMU w Metal Stud,Finished Floor,"0' - 0""","0' - 0""",No,2,No,Yes,Lower Parapet,"0' - 0""","1' - 0""",No,"26' - 0""",208 SF,"8' - 0 1/8""",None,OST_StackedWalls,Exterior - Brick Over CMU w Metal Stud,Exterior - Brick Over CMU w Metal Stud,New Construction,None,No,No,0,Exterior - Brick Over CMU w Metal Stud,Stacked Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151966,Exterior - Brick Over CMU w Metal Stud,Exterior - Brick Over CMU w Metal Stud,Finished Floor,"0' - 0""","0' - 0""",No,2,No,Yes,Lower Parapet,"0' - 0""","1' - 0""",No,"26' - 0""",45 SF,"1' - 8 15/16""",None,OST_StackedWalls,Exterior - Brick Over CMU w Metal Stud,Exterior - Brick Over CMU w Metal Stud,New Construction,None,No,No,0,Exterior - Brick Over CMU w Metal Stud,Stacked Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152347,Exterior - Brick Over CMU w Metal Stud,Exterior - Brick Over CMU w Metal Stud,Finished Floor,"0' - 0""","0' - 0""",No,2,No,Yes,Lower Parapet,"0' - 0""","1' - 0""",No,"26' - 0""",26 SF,"1' - 0""",None,OST_StackedWalls,Exterior - Brick Over CMU w Metal Stud,Exterior - Brick Over CMU w Metal Stud,New Construction,None,No,No,0,Exterior - Brick Over CMU w Metal Stud,Stacked Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152354,Exterior - Brick Over CMU w Metal Stud,Exterior - Brick Over CMU w Metal Stud,Finished Floor,"0' - 0""","0' - 0""",No,2,No,Yes,Lower Parapet,"0' - 0""","1' - 0""",No,"26' - 0""",208 SF,"8' - 0 1/8""",None,OST_StackedWalls,Exterior - Brick Over CMU w Metal Stud,Exterior - Brick Over CMU w Metal Stud,New Construction,None,No,No,0,Exterior - Brick Over CMU w Metal Stud,Stacked Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152361,Exterior - Brick Over CMU w Metal Stud,Exterior - Brick Over CMU w Metal Stud,Finished Floor,"0' - 0""","0' - 0""",No,2,No,Yes,Lower Parapet,"0' - 0""","1' - 0""",No,"26' - 0""",208 SF,"8' - 0 1/8""",None,OST_StackedWalls,Exterior - Brick Over CMU w Metal Stud,Exterior - Brick Over CMU w Metal Stud,New Construction,None,No,No,0,Exterior - Brick Over CMU w Metal Stud,Stacked Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152368,Exterior - Brick Over CMU w Metal Stud,Exterior - Brick Over CMU w Metal Stud,Finished Floor,"0' - 0""","0' - 0""",No,2,No,Yes,Lower Parapet,"0' - 0""","1' - 0""",No,"26' - 0""",26 SF,"1' - 0""",None,OST_StackedWalls,Exterior - Brick Over CMU w Metal Stud,Exterior - Brick Over CMU w Metal Stud,New Construction,None,No,No,0,Exterior - Brick Over CMU w Metal Stud,Stacked Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216624,"Thickened 24"" x 12""","Thickened 24"" x 12""",,,,,,,,,,,,,,"457' - 11 3/16""",None,OST_EdgeSlab,"Thickened 24"" x 12""","Thickened 24"" x 12""",New Construction,None,,,,"Thickened 24"" x 12""",Slab Edge,"0' - 0""","0' - 0""",676.97 CF,0.00°,Rebar Cover 1,"24"" x 12""",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160975,RPC Beetle,RPC Beetle,,,,,,,,,,,,,,,None,OST_Entourage,RPC Beetle,RPC Beetle,New Construction,None,,,,RPC Beetle,RPC Beetle,,,,,,,,Pad : Road,Finished Floor,No,"0' - 0""",None,"0' - 0""",RPC-16-0U6E-L4EG-ENH1-J3KF-SVEL-0TX4-C0,"{2, 15},{39, RPC-16-0U6E-L4EG-ENH1-J3KF-SVEL-0TX4-C0},{1, 0},{1, 0},{2, 37},{1, 8},{5, Color},{1, 0},{1, 0},{3, 0.8},{3, 0.8},{3, 0.8},{1, 8},{7, BBoxMin},{1, 0},{1, 0},{1, 0},{1, 0},{1, 0},{1, 8},{7, BBoxMax},{1, 0},{1, 0},{1, 0},{1, 0},{1, 0},{2, 11},{9, RPCTypeId},{1, 0},{1, 0},{39, RPC-16-0U6E-L4EG-ENH1-J3KF-SVEL-0TX4-C0},{1, 6},{14, RPCPlantHeight},{1, 0},{1, 0},{7, 4.91667},{2, 11},{11, RPCFilePath},{1, 0},{1, 0},{92, C:\RevitRender\Version2015940\2017\assetlibrary_base.fbm\RPCs\ArchVision_Demo_VW_Beetle4.rpc},{2, 11},{20, AdvancedUIDefinition},{1, 0},{1, 0},{0, },{2, 11},{10, AssetLibID},{1, 0},{1, 0},{36, 4D3F6E72-3F99-4203-98E9-AF80B3C7A7A4},{2, 11},{10, BaseSchema},{1, 0},{1, 0},{9, RPCSchema},{2, 11},{12, ExchangeGUID},{1, 0},{1, 0},{0, },{1, 2},{6, Hidden},{1, 0},{1, 0},{1, 0},{2, 11},{12, LocalizedUID},{1, 0},{1, 0},{0, },{1, 4},{11, RPCCategory},{1, 0},{1, 0},{1, 0},{2, 11},{8, RPCImage},{1, 0},{1, 0},{0, },{1, 4},{13, SchemaVersion},{1, 0},{1, 0},{1, 5},{2, 11},{12, UIDefinition},{1, 0},{1, 0},{0, },{2, 11},{6, UIName},{1, 0},{1, 0},{39, RPC-16-0U6E-L4EG-ENH1-J3KF-SVEL-0TX4-C0},{2, 11},{11, VersionGUID},{1, 0},{1, 0},{9, RPCSchema},{2, 11},{9, assettype},{1, 0},{1, 0},{11, RPCGeometry},{2, 11},{11, description},{1, 0},{1, 0},{0, },{2, 11},{9, localname},{1, 0},{1, 0},{3, RPC},{2, 11},{9, localtype},{1, 0},{1, 0},{3, RPC},{1, 4},{8, revision},{1, 0},{1, 0},{1, 1},{2, 11},{9, thumbnail},{1, 0},{1, 0},{0, },{1, 4},{7, version},{1, 0},{1, 0},{1, 1},{2, 14},{6, Height},{1, 0},{1, 0},{7, 4.91667},{1, 2},{20, RPC_Cast Reflections},{1, 0},{1, 0},{1, 1},{1, 4},{16, RPC_Transparency},{1, 0},{1, 0},{2, 18},{1, 4},{11, RPC_Tinting},{1, 0},{1, 0},{2, 50},{1, 2},{15, RPC_Use Tinting},{1, 0},{1, 0},{1, 0},{1, 2},{17, RPC_License Plate},{1, 0},{1, 0},{1, 0},{2, 11},{25, RPC_License Plate Texture},{1, 0},{1, 0},{64, __RPC:/object data/textures/car/plate/textures/default/rgb/0/0/0},{2, 11},{27, RPC_i_License Plate Texture},{1, 0},{1, 0},{0, },{1, 2},{16, RPC_Custom Plate},{1, 0},{1, 0},{1, 0},{2, 11},{27, RPC_License Plate File Name},{1, 0},{1, 0},{0, },{2, 11},{7, keyword},{1, 0},{1, 0},{27, :Geometry:RPC:VW Beetle [4]},{2, 11},{8, category},{1, 0},{1, 0},{21, :Auto_Economy/Midsize},{21, assetlibrary_base.fbx},{1, 5},",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162697,Delivery Van,Delivery Van,,,,,,,,,,,,,240 SF,,None,OST_Entourage,Delivery Van,Delivery Van,New Construction,None,,,,Delivery Van,Van,,,417.18 CF,,,,161193,Pad : Road,Finished Floor,No,"0' - 0""",None,"0' - 0""",,,161190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162489,Semi Truck,Semi Truck,,,,,,,,,,,,,1164 SF,,None,OST_Entourage,Semi Truck,Semi Truck,New Construction,None,,,,Semi Truck,Semi Truck,,,3720.07 CF,,,,,Pad : Road,Finished Floor,No,"0' - 0""",None,"0' - 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163042,Lombardy Poplar - 40',Lombardy Poplar - 40',,,,,,,,,,,,,,,None,OST_Planting,Lombardy Poplar - 40',Lombardy Poplar - 40',New Construction,None,,,,Lombardy Poplar - 40',RPC Tree - Deciduous,,,,,,,,Surface,Finished Floor,No,"0' - 0""",None,"40' - 0""",RPC-16-FVA4-CP7X-CFP7-S000-ST1L-LVER-AU,"{2, 15},{39, RPC-16-FVA4-CP7X-CFP7-S000-ST1L-LVER-AU},{1, 0},{1, 0},{2, 36},{1, 8},{5, Color},{1, 0},{1, 0},{3, 0.8},{3, 0.8},{3, 0.8},{1, 8},{7, BBoxMin},{1, 0},{1, 0},{1, 0},{1, 0},{1, 0},{1, 8},{7, BBoxMax},{1, 0},{1, 0},{1, 0},{1, 0},{1, 0},{2, 11},{9, RPCTypeId},{1, 0},{1, 0},{39, RPC-16-FVA4-CP7X-CFP7-S000-ST1L-LVER-AU},{1, 6},{14, RPCPlantHeight},{1, 0},{1, 0},{2, 40},{2, 11},{7, keyword},{1, 0},{1, 0},{135, :Geometry:RPC:Lombardy Poplar:Populus nigra.:a cultivar from Europe; a very common ornamental:planted for its slender:tapering crown.  },{2, 11},{8, category},{1, 0},{1, 0},{16, :Trees [General]},{2, 11},{12, LocalizedUID},{1, 0},{1, 0},{15, Lombardy Poplar},{2, 14},{6, Height},{1, 0},{1, 0},{2, 40},{1, 2},{16, Cast Reflections},{1, 0},{1, 0},{1, 0},{1, 2},{12, Cast Shadows},{1, 0},{1, 0},{1, 1},{1, 2},{9, Lock View},{1, 0},{1, 0},{1, 0},{1, 4},{5, ViewC},{1, 0},{1, 0},{1, 0},{2, 11},{11, RPCFilePath},{1, 0},{1, 0},{102, C:\RevitRender\Version2015940\2017\assetlibrary_base.fbm\RPCs\ArchVision_Stills_T5_Lombardy_Poplar.rpc},{2, 11},{20, AdvancedUIDefinition},{1, 0},{1, 0},{0, },{2, 11},{10, AssetLibID},{1, 0},{1, 0},{36, 4D3F6E72-3F99-4203-98E9-AF80B3C7A7A4},{2, 11},{10, BaseSchema},{1, 0},{1, 0},{9, RPCSchema},{2, 11},{12, ExchangeGUID},{1, 0},{1, 0},{0, },{1, 2},{6, Hidden},{1, 0},{1, 0},{1, 0},{1, 4},{11, RPCCategory},{1, 0},{1, 0},{1, 0},{2, 11},{8, RPCImage},{1, 0},{1, 0},{0, },{1, 4},{13, SchemaVersion},{1, 0},{1, 0},{1, 5},{2, 11},{12, UIDefinition},{1, 0},{1, 0},{0, },{2, 11},{6, UIName},{1, 0},{1, 0},{39, RPC-16-FVA4-CP7X-CFP7-S000-ST1L-LVER-AU},{2, 11},{11, VersionGUID},{1, 0},{1, 0},{9, RPCSchema},{2, 11},{9, assettype},{1, 0},{1, 0},{11, RPCGeometry},{2, 11},{11, description},{1, 0},{1, 0},{0, },{2, 11},{9, localname},{1, 0},{1, 0},{3, RPC},{2, 11},{9, localtype},{1, 0},{1, 0},{3, RPC},{1, 4},{8, revision},{1, 0},{1, 0},{1, 1},{2, 11},{9, thumbnail},{1, 0},{1, 0},{0, },{1, 4},{7, version},{1, 0},{1, 0},{1, 1},{1, 2},{20, RPC_Cast Reflections},{1, 0},{1, 0},{1, 1},{1, 2},{16, RPC_Cast Shadows},{1, 0},{1, 0},{1, 1},{1, 2},{13, RPC_Lock View},{1, 0},{1, 0},{1, 0},{1, 4},{9, RPC_ViewC},{1, 0},{1, 0},{1, 0},{21, assetlibrary_base.fbx},{1, 5},",,"0' - 0""","0' - 0""",G2050500,Planting,23.40.05.17.24,Deciduous Trees,Lombardy Poplar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163176,Lombardy Poplar - 40',Lombardy Poplar - 40',,,,,,,,,,,,,,,None,OST_Planting,Lombardy Poplar - 40',Lombardy Poplar - 40',New Construction,None,,,,Lombardy Poplar - 40',RPC Tree - Deciduous,,,,,,,,Surface,Finished Floor,No,"0' - 0""",None,"40' - 0""",RPC-16-FVA4-CP7X-CFP7-S000-ST1L-LVER-AU,"{2, 15},{39, RPC-16-FVA4-CP7X-CFP7-S000-ST1L-LVER-AU},{1, 0},{1, 0},{2, 36},{1, 8},{5, Color},{1, 0},{1, 0},{3, 0.8},{3, 0.8},{3, 0.8},{1, 8},{7, BBoxMin},{1, 0},{1, 0},{1, 0},{1, 0},{1, 0},{1, 8},{7, BBoxMax},{1, 0},{1, 0},{1, 0},{1, 0},{1, 0},{2, 11},{9, RPCTypeId},{1, 0},{1, 0},{39, RPC-16-FVA4-CP7X-CFP7-S000-ST1L-LVER-AU},{1, 6},{14, RPCPlantHeight},{1, 0},{1, 0},{2, 40},{2, 11},{7, keyword},{1, 0},{1, 0},{135, :Geometry:RPC:Lombardy Poplar:Populus nigra.:a cultivar from Europe; a very common ornamental:planted for its slender:tapering crown.  },{2, 11},{8, category},{1, 0},{1, 0},{16, :Trees [General]},{2, 11},{12, LocalizedUID},{1, 0},{1, 0},{15, Lombardy Poplar},{2, 14},{6, Height},{1, 0},{1, 0},{2, 40},{1, 2},{16, Cast Reflections},{1, 0},{1, 0},{1, 0},{1, 2},{12, Cast Shadows},{1, 0},{1, 0},{1, 1},{1, 2},{9, Lock View},{1, 0},{1, 0},{1, 0},{1, 4},{5, ViewC},{1, 0},{1, 0},{1, 0},{2, 11},{11, RPCFilePath},{1, 0},{1, 0},{102, C:\RevitRender\Version2015940\2017\assetlibrary_base.fbm\RPCs\ArchVision_Stills_T5_Lombardy_Poplar.rpc},{2, 11},{20, AdvancedUIDefinition},{1, 0},{1, 0},{0, },{2, 11},{10, AssetLibID},{1, 0},{1, 0},{36, 4D3F6E72-3F99-4203-98E9-AF80B3C7A7A4},{2, 11},{10, BaseSchema},{1, 0},{1, 0},{9, RPCSchema},{2, 11},{12, ExchangeGUID},{1, 0},{1, 0},{0, },{1, 2},{6, Hidden},{1, 0},{1, 0},{1, 0},{1, 4},{11, RPCCategory},{1, 0},{1, 0},{1, 0},{2, 11},{8, RPCImage},{1, 0},{1, 0},{0, },{1, 4},{13, SchemaVersion},{1, 0},{1, 0},{1, 5},{2, 11},{12, UIDefinition},{1, 0},{1, 0},{0, },{2, 11},{6, UIName},{1, 0},{1, 0},{39, RPC-16-FVA4-CP7X-CFP7-S000-ST1L-LVER-AU},{2, 11},{11, VersionGUID},{1, 0},{1, 0},{9, RPCSchema},{2, 11},{9, assettype},{1, 0},{1, 0},{11, RPCGeometry},{2, 11},{11, description},{1, 0},{1, 0},{0, },{2, 11},{9, localname},{1, 0},{1, 0},{3, RPC},{2, 11},{9, localtype},{1, 0},{1, 0},{3, RPC},{1, 4},{8, revision},{1, 0},{1, 0},{1, 1},{2, 11},{9, thumbnail},{1, 0},{1, 0},{0, },{1, 4},{7, version},{1, 0},{1, 0},{1, 1},{1, 2},{20, RPC_Cast Reflections},{1, 0},{1, 0},{1, 1},{1, 2},{16, RPC_Cast Shadows},{1, 0},{1, 0},{1, 1},{1, 2},{13, RPC_Lock View},{1, 0},{1, 0},{1, 0},{1, 4},{9, RPC_ViewC},{1, 0},{1, 0},{1, 0},{21, assetlibrary_base.fbx},{1, 5},",,"0' - 0""","0' - 0""",G2050500,Planting,23.40.05.17.24,Deciduous Trees,Lombardy Poplar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
