,Parent,Tag,ContainedInStructure,ObjectPlacement,Representation,ObjectType,GlobalId,OwnerHistory,Name,Description,ODAUniqueID,IsDefinedBy,NOI_UUID,ConnectedTo,HasAssociations,HasOpenings,ConnectedFrom,OverallWidth,Reference,OverallHeight,FillsVoids,Einheit,V9,V8,V7,V6,ShapeType,PredefinedType,Gewerk,InteriorOrExteriorSpace,LongName,ElevationWithFlooring,Flchenart_Wohnflche,CompositionType,Decomposes,Faktor_DIN277,SpaceTemperatureMax,SpaceTemperatureMin,Faktor,Ortscode_Geschobezeichnung,Faktor_Wohnflche_Raum,Flchenart_DIN277,Umschlieungsart
28608,Kellergeschoss,,385053,26798,28604,,2RLAgCdD976PJHAxXjWJBy,4," {TUER} 1 flgl., Umfz., offen",,28608,"28634,28670,28701",b2a0e22a-2165-11db-af45-0030057e0ab1--39407,,28637,,,1000.000000,2RLAgCdD976PJHAxXjWJBy,2100.000000,28636,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
30646,Kellergeschoss,,385053,28836,30642,,3s05AoQ4T8fQNe9_a_xx6f,4," {TUER} 1 flgl., Umfz., offen",,30646,"30672,30708,30739",b2a0e22a-2165-11db-af45-0030057e0ab1--39399,,30675,,,1000.000000,3s05AoQ4T8fQNe9_a_xx6f,2100.000000,30674,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
32684,Kellergeschoss,,385053,30874,32680,,1TIz2Nv792k8uNr1H8Wd79,4," {TUER} 1 flgl., Umfz., offen",,32684,"32710,32745,32777",b2a0e22a-2165-11db-af45-0030057e0ab1--39391,,32713,,,1000.000000,1TIz2Nv792k8uNr1H8Wd79,2100.000000,32712,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
34722,Kellergeschoss,,385053,32912,34718,,0V1EFMOZb47gfiJkytrFV5,4," {TUER} 1 flgl., Umfz., offen",,34722,"34748,34783,34815",b2a0e22a-2165-11db-af45-0030057e0ab1--39383,,34751,,,1000.000000,0V1EFMOZb47gfiJkytrFV5,2100.000000,34750,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
36926,Kellergeschoss,,385053,35116,36922,,3uedo5KNP95xajoXHXmGDN,4," {TUER} 1 flgl., Umfz., offen",,36926,"36952,36988,37019",b2a0e22a-2165-11db-af45-0030057e0ab1--39287,,36955,,,1000.000000,3uedo5KNP95xajoXHXmGDN,2100.000000,36954,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
38964,Kellergeschoss,,385053,37154,38960,,3eGKQNqyL3aQ1QUtyV1HvD,4," {TUER} 1 flgl., Umfz., offen",,38964,"38990,39026,39057",b2a0e22a-2165-11db-af45-0030057e0ab1--39279,,38993,,,1000.000000,3eGKQNqyL3aQ1QUtyV1HvD,2100.000000,38992,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
48812,Kellergeschoss,,385053,45922,48808,,3CuDCNU1X7rv06x_gAWgtI,4," {TUER} 2 flgl., Umfz., offen",,48812,"48838,48873,48905",b2a0e22a-2165-11db-af45-0030057e0ab1--41829,,48841,,,1800.000000,3CuDCNU1X7rv06x_gAWgtI,2100.000000,48840,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
88123,Erdgeschoss,,384931,85234,88119,,24BsSYtiTBVxbC8snP$7r_,4," {TUER} 2 flgl., Umfz., offen",,88123,"88149,88185,88216",3d434e23-2215-11db-af45-0030057e0ab1--462,,88152,,,1800.000000,24BsSYtiTBVxbC8snP$7r_,2100.000000,88151,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
91646,Erdgeschoss,,384931,88756,91642,,20UQeMlMD6cOJmaZ9WXM2Y,4," {TUER} 2 flgl., Umfz., offen",,91646,"91672,91707,91738",3d434e23-2215-11db-af45-0030057e0ab1--468,,91675,,,1800.000000,20UQeMlMD6cOJmaZ9WXM2Y,2100.000000,91674,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
94089,Erdgeschoss,,384931,92279,94085,,2zxjFiHsHBHgOCm$yoYky6,4," {TUER} 1 flgl., Umfz., offen",,94089,"94115,94150,94181",3d434e23-2215-11db-af45-0030057e0ab1--500,,94118,,,1000.000000,2zxjFiHsHBHgOCm$yoYky6,2100.000000,94117,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
96127,Erdgeschoss,,384931,94316,96123,,2AS7ybOzH0fA5pzRjkECi8,4," {TUER} 1 flgl., Umfz., offen",,96127,"96153,96188,96219",3d434e23-2215-11db-af45-0030057e0ab1--518,,96156,,,1000.000000,2AS7ybOzH0fA5pzRjkECi8,2100.000000,96155,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
98165,Erdgeschoss,,384931,96354,98161,,0z2F_ofP5Fqhhfo56xjx7F,4," {TUER} 1 flgl., Umfz., offen",,98165,"98191,98226,98257",3d434e23-2215-11db-af45-0030057e0ab1--524,,98194,,,1000.000000,0z2F_ofP5Fqhhfo56xjx7F,2100.000000,98193,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
100369,Erdgeschoss,,384931,98559,100365,,1TEuAWkrTFBfQY_kYbZ6oc,4," {TUER} 1 flgl., Umfz., offen",,100369,"100395,100430,100462",3d434e23-2215-11db-af45-0030057e0ab1--993626,,100398,,,1000.000000,1TEuAWkrTFBfQY_kYbZ6oc,2100.000000,100397,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
102407,Erdgeschoss,,384931,100597,102403,,2RLCdGU6f7chs6fk95G9_Y,4," {TUER} 1 flgl., Umfz., offen",,102407,"102433,102468,102499",3d434e23-2215-11db-af45-0030057e0ab1--993622,,102436,,,1000.000000,2RLCdGU6f7chs6fk95G9_Y,2100.000000,102435,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
104445,Erdgeschoss,,384931,102634,104441,,0gnT8ZSOHClfZX0ViILQnw,4," {TUER} 1 flgl., Umfz., offen",,104445,"104471,104506,104537",3d434e23-2215-11db-af45-0030057e0ab1--993618,,104474,,,1000.000000,0gnT8ZSOHClfZX0ViILQnw,2100.000000,104473,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
106483,Erdgeschoss,,384931,104672,106479,,1bfU3CMY1F3vR6AXVsEXUj,4," {TUER} 1 flgl., Umfz., offen",,106483,"106509,106544,106575",3d434e23-2215-11db-af45-0030057e0ab1--993614,,106512,,,1000.000000,1bfU3CMY1F3vR6AXVsEXUj,2100.000000,106511,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
108520,Erdgeschoss,,384931,106710,108516,,1Qm$dPcZTB5x9WGRUw01st,4," {TUER} 1 flgl., Umfz., offen",,108520,"108547,108582,108613",3d434e23-2215-11db-af45-0030057e0ab1--484,,108550,,,1000.000000,1Qm$dPcZTB5x9WGRUw01st,2100.000000,108549,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
110558,Erdgeschoss,,384931,108748,110554,,040pKZeG91IAuG9np8cLb5,4," {TUER} 1 flgl., Umfz., offen",,110558,"110585,110620,110651",3d434e23-2215-11db-af45-0030057e0ab1--478,,110588,,,1000.000000,040pKZeG91IAuG9np8cLb5,2100.000000,110587,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
119732,Erdgeschoss,,384931,117922,119728,,2DnK5nfH91hubFN$_aSEbp,4," {TUER} 1 flgl., Umfz., offen",,119732,"119758,119794,119825",3d434e23-2215-11db-af45-0030057e0ab1--550,,119761,,,1000.000000,2DnK5nfH91hubFN$_aSEbp,2100.000000,119760,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
121770,Erdgeschoss,,384931,119960,121766,,0S7g0witH7gPCEgenLARxH,4," {TUER} 1 flgl., Umfz., offen",,121770,"121796,121831,121863",3d434e23-2215-11db-af45-0030057e0ab1--544,,121799,,,1000.000000,0S7g0witH7gPCEgenLARxH,2100.000000,121798,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
123808,Erdgeschoss,,384931,121998,123804,,2L2EHxC31AGPs8G6GLflRk,4," {TUER} 1 flgl., Umfz., offen",,123808,"123834,123869,123901",3d434e23-2215-11db-af45-0030057e0ab1--993594,,123837,,,1000.000000,2L2EHxC31AGPs8G6GLflRk,2100.000000,123836,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
125846,Erdgeschoss,,384931,124036,125842,,2QbJhVHuH5KQ0Nyex2U_oN,4," {TUER} 1 flgl., Umfz., offen",,125846,"125872,125907,125939",3d434e23-2215-11db-af45-0030057e0ab1--538,,125875,,,1000.000000,2QbJhVHuH5KQ0Nyex2U_oN,2100.000000,125874,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
128050,Erdgeschoss,,384931,126240,128046,,3bQokD$Y5E7QGNsQc3NkV8,4," {TUER} 1 flgl., Umfz., offen",,128050,"128076,128112,128143",3d434e23-2215-11db-af45-0030057e0ab1--579,,128079,,,1000.000000,3bQokD$Y5E7QGNsQc3NkV8,2100.000000,128078,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
130088,Erdgeschoss,,384931,128278,130084,,2PvdS9dpr2uBQ578_rJA45,4," {TUER} 1 flgl., Umfz., offen",,130088,"130114,130149,130181",3d434e23-2215-11db-af45-0030057e0ab1--993634,,130117,,,1000.000000,2PvdS9dpr2uBQ578_rJA45,2100.000000,130116,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
132052,Erdgeschoss,,384931,130960,132048,,1ta5UWyjL2zBFOQQRyMmI4,4,Drehtuer,,132052,"132079,132114,132145",3d434e23-2215-11db-af45-0030057e0ab1--39209,,132082,,,2000.000000,1ta5UWyjL2zBFOQQRyMmI4,2100.000000,132081,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
177896,1. Obergeschoss,,384987,175007,177892,,1Ic9d42Rn5KAnSSVDlr7FP,4," {TUER} 2 flgl., Umfz., offen",,177896,"177923,177958,177989",04dcbe4f-2226-11db-af45-0030057e0ab1--46,,177926,,,1800.000000,1Ic9d42Rn5KAnSSVDlr7FP,2100.000000,177925,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
181180,1. Obergeschoss,,384987,178291,181176,,2HX3SJjk14V9wrNFiGZBFe,4," {TUER} 2 flgl., Umfz., offen",,181180,"181206,181242,181273",04dcbe4f-2226-11db-af45-0030057e0ab1--47,,181209,,,1800.000000,2HX3SJjk14V9wrNFiGZBFe,2100.000000,181208,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
183551,1. Obergeschoss,,384987,181740,183547,,3rS4YGuBbDB8cUa3pTllNs,4," {TUER} 1 flgl., Umfz., offen",,183551,"183577,183612,183643",04dcbe4f-2226-11db-af45-0030057e0ab1--56,,183580,,,1000.000000,3rS4YGuBbDB8cUa3pTllNs,2100.000000,183579,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
185589,1. Obergeschoss,,384987,183778,185585,,0fVLJmpL56sxr$uGosaug2,4," {TUER} 1 flgl., Umfz., offen",,185589,"185615,185650,185681",04dcbe4f-2226-11db-af45-0030057e0ab1--55,,185618,,,1000.000000,0fVLJmpL56sxr$uGosaug2,2100.000000,185617,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
187626,1. Obergeschoss,,384987,185816,187622,,1yYearp4H5$fgYR1ZPlOxm,4," {TUER} 1 flgl., Umfz., offen",,187626,"187653,187688,187719",04dcbe4f-2226-11db-af45-0030057e0ab1--54,,187656,,,1000.000000,1yYearp4H5$fgYR1ZPlOxm,2100.000000,187655,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
189664,1. Obergeschoss,,384987,187854,189660,,3JRKflnaXF7epsAzwdfXn3,4," {TUER} 1 flgl., Umfz., offen",,189664,"189691,189726,189757",04dcbe4f-2226-11db-af45-0030057e0ab1--53,,189694,,,1000.000000,3JRKflnaXF7epsAzwdfXn3,2100.000000,189693,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
191702,1. Obergeschoss,,384987,189892,191698,,1dh4MOXxLEzuLnsa_mBN7v,4," {TUER} 1 flgl., Umfz., offen",,191702,"191729,191764,191795",04dcbe4f-2226-11db-af45-0030057e0ab1--52,,191732,,,1000.000000,1dh4MOXxLEzuLnsa_mBN7v,2100.000000,191731,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
193740,1. Obergeschoss,,384987,191930,193736,,15Sp_qAMD1fBc1Jn1vAVjC,4," {TUER} 1 flgl., Umfz., offen",,193740,"193766,193802,193833",04dcbe4f-2226-11db-af45-0030057e0ab1--51,,193769,,,1000.000000,15Sp_qAMD1fBc1Jn1vAVjC,2100.000000,193768,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
195944,1. Obergeschoss,,384987,194134,195940,,3Y2RwU7tD16wK_qW647z_u,4," {TUER} 1 flgl., Umfz., offen",,195944,"195971,196006,196037",04dcbe4f-2226-11db-af45-0030057e0ab1--39355,,195974,,,1000.000000,3Y2RwU7tD16wK_qW647z_u,2100.000000,195973,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
197982,1. Obergeschoss,,384987,196172,197978,,0V_CVN58vAHx2Dy74cm47k,4," {TUER} 1 flgl., Umfz., offen",,197982,"198009,198044,198075",04dcbe4f-2226-11db-af45-0030057e0ab1--39348,,198012,,,1000.000000,0V_CVN58vAHx2Dy74cm47k,2100.000000,198011,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
200020,1. Obergeschoss,,384987,198210,200016,,2$y8_hw896veBLIGy$0tyr,4," {TUER} 1 flgl., Umfz., offen",,200020,"200047,200082,200113",04dcbe4f-2226-11db-af45-0030057e0ab1--39341,,200050,,,1000.000000,2$y8_hw896veBLIGy$0tyr,2100.000000,200049,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
202058,1. Obergeschoss,,384987,200248,202054,,13e3dulwb0DAhwuaQYD3af,4," {TUER} 1 flgl., Umfz., offen",,202058,"202084,202120,202151",04dcbe4f-2226-11db-af45-0030057e0ab1--39334,,202087,,,1000.000000,13e3dulwb0DAhwuaQYD3af,2100.000000,202086,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
204096,1. Obergeschoss,,384987,202286,204092,,30Nl49_gTB283OhAa5jsJd,4," {TUER} 1 flgl., Umfz., offen",,204096,"204122,204158,204189",04dcbe4f-2226-11db-af45-0030057e0ab1--49,,204125,,,1000.000000,30Nl49_gTB283OhAa5jsJd,2100.000000,204124,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
206134,1. Obergeschoss,,384987,204324,206130,,0ypu3_FB52q8Bo_lrAa668,4," {TUER} 1 flgl., Umfz., offen",,206134,"206160,206196,206227",04dcbe4f-2226-11db-af45-0030057e0ab1--50,,206163,,,1000.000000,0ypu3_FB52q8Bo_lrAa668,2100.000000,206162,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
215973,1. Obergeschoss,,384987,214163,215969,,16tQ_Nfn9EbBkC_EgXlTn7,4," {TUER} 1 flgl., Umfz., offen",,215973,"215999,216034,216066",04dcbe4f-2226-11db-af45-0030057e0ab1--39300,,216002,,,1000.000000,16tQ_Nfn9EbBkC_EgXlTn7,2100.000000,216001,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
218011,1. Obergeschoss,,384987,216201,218007,,2i1dCvelX6kQLqsaog2fGr,4," {TUER} 1 flgl., Umfz., offen",,218011,"218037,218072,218104",04dcbe4f-2226-11db-af45-0030057e0ab1--39362,,218040,,,1000.000000,2i1dCvelX6kQLqsaog2fGr,2100.000000,218039,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
220049,1. Obergeschoss,,384987,218239,220045,,33a7Oa9rn9vugi_$xdcA25,4," {TUER} 1 flgl., Umfz., offen",,220049,"220075,220110,220142",04dcbe4f-2226-11db-af45-0030057e0ab1--39293,,220078,,,1000.000000,33a7Oa9rn9vugi_$xdcA25,2100.000000,220077,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
222087,1. Obergeschoss,,384987,220277,222083,,1h6B6$YEj6DRVpfJpf_Z0h,4," {TUER} 1 flgl., Umfz., offen",,222087,"222113,222148,222179",04dcbe4f-2226-11db-af45-0030057e0ab1--39307,,222116,,,1000.000000,1h6B6$YEj6DRVpfJpf_Z0h,2100.000000,222115,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
224125,1. Obergeschoss,,384987,222314,224121,,3VrzLKzkX7oxg6BOibG9vX,4," {TUER} 1 flgl., Umfz., offen",,224125,"224151,224186,224217",04dcbe4f-2226-11db-af45-0030057e0ab1--146,,224154,,,1000.000000,3VrzLKzkX7oxg6BOibG9vX,2100.000000,224153,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
226163,1. Obergeschoss,,384987,224352,226159,,3__Nc0hd10_RG0JXvByE97,4," {TUER} 1 flgl., Umfz., offen",,226163,"226189,226224,226255",04dcbe4f-2226-11db-af45-0030057e0ab1--145,,226192,,,1000.000000,3__Nc0hd10_RG0JXvByE97,2100.000000,226191,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
228200,1. Obergeschoss,,384987,226390,228196,,3F83DEOAv4eRm0AO81ctj4,4," {TUER} 1 flgl., Umfz., offen",,228200,"228227,228262,228293",04dcbe4f-2226-11db-af45-0030057e0ab1--144,,228230,,,1000.000000,3F83DEOAv4eRm0AO81ctj4,2100.000000,228229,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
237758,1. Obergeschoss,,384987,235948,237754,,3rpA404BvCzAkSf57UdUMz,4," {TUER} 1 flgl., Umfz., offen",,237758,"237784,237820,237851",04dcbe4f-2226-11db-af45-0030057e0ab1--39619,,237787,,,1000.000000,3rpA404BvCzAkSf57UdUMz,2100.000000,237786,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
278121,2. Obergeschoss,,385111,275232,278117,,3YgIRKOgLFauedX7yjuk8y,4," {TUER} 2 flgl., Umfz., offen",,278121,"278148,278183,278214",6b89f2c7-223d-11db-af45-0030057e0ab1--568,,278151,,,1800.000000,3YgIRKOgLFauedX7yjuk8y,2100.000000,278150,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
281405,2. Obergeschoss,,385111,278516,281401,,1efYf2IoLCqffM535ekONp,4," {TUER} 2 flgl., Umfz., offen",,281405,"281431,281467,281498",6b89f2c7-223d-11db-af45-0030057e0ab1--569,,281434,,,1800.000000,1efYf2IoLCqffM535ekONp,2100.000000,281433,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
283776,2. Obergeschoss,,385111,281966,283772,,32WTPIBkjAaOCexDwCGiX4,4," {TUER} 1 flgl., Umfz., offen",,283776,"283802,283837,283868",6b89f2c7-223d-11db-af45-0030057e0ab1--572,,283805,,,1000.000000,32WTPIBkjAaOCexDwCGiX4,2100.000000,283804,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
285814,2. Obergeschoss,,385111,284003,285810,,034HKPn9f7cQWP1egpY7Iz,4," {TUER} 1 flgl., Umfz., offen",,285814,"285840,285875,285906",6b89f2c7-223d-11db-af45-0030057e0ab1--573,,285843,,,1000.000000,034HKPn9f7cQWP1egpY7Iz,2100.000000,285842,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
287851,2. Obergeschoss,,385111,286041,287847,,3Ujf7jCfvBgeQ_dHENkbM0,4," {TUER} 1 flgl., Umfz., offen",,287851,"287878,287913,287944",6b89f2c7-223d-11db-af45-0030057e0ab1--574,,287881,,,1000.000000,3Ujf7jCfvBgeQ_dHENkbM0,2100.000000,287880,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
289889,2. Obergeschoss,,385111,288079,289885,,077IePxv90Kf_rXYp30Bvg,4," {TUER} 1 flgl., Umfz., offen",,289889,"289916,289951,289982",6b89f2c7-223d-11db-af45-0030057e0ab1--575,,289919,,,1000.000000,077IePxv90Kf_rXYp30Bvg,2100.000000,289918,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
291927,2. Obergeschoss,,385111,290117,291923,,2SICJ6uYv80Rcjlgyr5nro,4," {TUER} 1 flgl., Umfz., offen",,291927,"291954,291989,292020",6b89f2c7-223d-11db-af45-0030057e0ab1--576,,291957,,,1000.000000,2SICJ6uYv80Rcjlgyr5nro,2100.000000,291956,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
293965,2. Obergeschoss,,385111,292155,293961,,03sNxsdfz1Y8yIU9L1EtP1,4," {TUER} 1 flgl., Umfz., offen",,293965,"293991,294027,294058",6b89f2c7-223d-11db-af45-0030057e0ab1--577,,293994,,,1000.000000,03sNxsdfz1Y8yIU9L1EtP1,2100.000000,293993,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
296169,2. Obergeschoss,,385111,294359,296165,,1cflCimeDF8Pnfh3acoRpx,4," {TUER} 1 flgl., Umfz., offen",,296169,"296196,296231,296262",6b89f2c7-223d-11db-af45-0030057e0ab1--39581,,296199,,,1000.000000,1cflCimeDF8Pnfh3acoRpx,2100.000000,296198,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
298207,2. Obergeschoss,,385111,296397,298203,,3Z8Gi$CTH6OPTNRyhA$5If,4," {TUER} 1 flgl., Umfz., offen",,298207,"298234,298269,298300",6b89f2c7-223d-11db-af45-0030057e0ab1--39513,,298237,,,1000.000000,3Z8Gi$CTH6OPTNRyhA$5If,2100.000000,298236,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
300245,2. Obergeschoss,,385111,298435,300241,,0sm4rQHLL5sQTaJkM3yUz2,4," {TUER} 1 flgl., Umfz., offen",,300245,"300272,300307,300338",6b89f2c7-223d-11db-af45-0030057e0ab1--39479,,300275,,,1000.000000,0sm4rQHLL5sQTaJkM3yUz2,2100.000000,300274,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
302283,2. Obergeschoss,,385111,300473,302279,,3sHnVCt51EI8dUsvyPd8R_,4," {TUER} 1 flgl., Umfz., offen",,302283,"302309,302345,302376",6b89f2c7-223d-11db-af45-0030057e0ab1--39445,,302312,,,1000.000000,3sHnVCt51EI8dUsvyPd8R_,2100.000000,302311,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
304321,2. Obergeschoss,,385111,302511,304317,,2DWT3exufBJgnKfMwfR4fF,4," {TUER} 1 flgl., Umfz., offen",,304321,"304347,304383,304414",6b89f2c7-223d-11db-af45-0030057e0ab1--571,,304350,,,1000.000000,2DWT3exufBJgnKfMwfR4fF,2100.000000,304349,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
306359,2. Obergeschoss,,385111,304549,306355,,2jctRPheLCkuTj$Di2E6Xv,4," {TUER} 1 flgl., Umfz., offen",,306359,"306385,306421,306452",6b89f2c7-223d-11db-af45-0030057e0ab1--570,,306388,,,1000.000000,2jctRPheLCkuTj$Di2E6Xv,2100.000000,306387,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
316198,2. Obergeschoss,,385111,314388,316194,,3O3qJeWQ54uxp8iFIqIfoD,4," {TUER} 1 flgl., Umfz., offen",,316198,"316224,316259,316291",6b89f2c7-223d-11db-af45-0030057e0ab1--39434,,316227,,,1000.000000,3O3qJeWQ54uxp8iFIqIfoD,2100.000000,316226,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
318236,2. Obergeschoss,,385111,316426,318232,,0F4KZ6lQvB1xaw8K_bphWi,4," {TUER} 1 flgl., Umfz., offen",,318236,"318262,318297,318329",6b89f2c7-223d-11db-af45-0030057e0ab1--39396,,318265,,,1000.000000,0F4KZ6lQvB1xaw8K_bphWi,2100.000000,318264,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
320274,2. Obergeschoss,,385111,318464,320270,,0b8Vzm2oXC7vO9ecD8E9rR,4," {TUER} 1 flgl., Umfz., offen",,320274,"320300,320335,320367",6b89f2c7-223d-11db-af45-0030057e0ab1--39387,,320303,,,1000.000000,0b8Vzm2oXC7vO9ecD8E9rR,2100.000000,320302,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
322312,2. Obergeschoss,,385111,320502,322308,,3jtF5NALX20vFBoewIZbxc,4," {TUER} 1 flgl., Umfz., offen",,322312,"322338,322373,322404",6b89f2c7-223d-11db-af45-0030057e0ab1--39369,,322341,,,1000.000000,3jtF5NALX20vFBoewIZbxc,2100.000000,322340,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
324350,2. Obergeschoss,,385111,322539,324346,,1i_dKE9B555w2lZt2Tfr3g,4," {TUER} 1 flgl., Umfz., offen",,324350,"324376,324411,324442",6b89f2c7-223d-11db-af45-0030057e0ab1--540,,324379,,,1000.000000,1i_dKE9B555w2lZt2Tfr3g,2100.000000,324378,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
326388,2. Obergeschoss,,385111,324577,326384,,3SAWcl3Ob76uFbE68O5vr3,4," {TUER} 1 flgl., Umfz., offen",,326388,"326414,326449,326480",6b89f2c7-223d-11db-af45-0030057e0ab1--541,,326417,,,1000.000000,3SAWcl3Ob76uFbE68O5vr3,2100.000000,326416,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
328425,2. Obergeschoss,,385111,326615,328421,,0BeiVcHAP7MheZ1THbcb$C,4," {TUER} 1 flgl., Umfz., offen",,328425,"328452,328487,328518",6b89f2c7-223d-11db-af45-0030057e0ab1--542,,328455,,,1000.000000,0BeiVcHAP7MheZ1THbcb$C,2100.000000,328454,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
80576,Kellergeschoss,,385053,50079,80572,,0CSpx2gEDAnRYCee42PuBT,4,,,80576,,,,,,,,,,,,,,,,NOTDEFINED,,,,,,,,,,,,,,,,
170330,Erdgeschoss,,384931,139833,170326,,1PwMSN5RfC3R2mCn3HWdIz,4,,,170330,,,,,,,,,,,,,,,,NOTDEFINED,,,,,,,,,,,,,,,,
269023,1. Obergeschoss,,384987,238526,269019,,0TcmwZpjnBsw8IVxyZPB_2,4,,,269023,,,,,,,,,,,,,,,,NOTDEFINED,,,,,,,,,,,,,,,,
367210,2. Obergeschoss,,385111,336713,367206,,0hHMrqA6L7lwZYU6YvUooC,4,,,367210,,,,,,,,,,,,,,,,NOTDEFINED,,,,,,,,,,,,,,,,
80885,Kellergeschoss,,385053,80777,80780,,3ja0QUQKn4Mga7MjKVXjoc,4,,,80885,"80913,80932",b2a0e22a-2165-11db-af45-0030057e0ab1--2502,,80853,,,,3ja0QUQKn4Mga7MjKVXjoc,,,m,,,,,,FLOOR,Betonarbeiten,,,,,,,,,,,,,,
170650,Erdgeschoss,,384931,170531,170534,,3NFpllpWrAIBlDpDzovTtD,4,,,170650,"170678,170697",3d434e23-2215-11db-af45-0030057e0ab1--696,,170624,170845,,,3NFpllpWrAIBlDpDzovTtD,,,m,,,,,,FLOOR,Betonarbeiten,,,,,,,,,,,,,,
