,Family,Type,Height Offset From Level,Room Bounding,Area,Perimeter,Volume,Design Option,Category,Family and Type,Type Id,Phase Created,Phase Demolished,Absorptance,Roughness,Thickness,Coarse Scale Fill Color,Coarse Scale Fill Pattern,Type Name,Family Name,Spacing Axis 1,Spacing Axis 2,Horizontal Profile Offset,Vertical Profile Offset,Length,Angle,Profile,Material,Host,Level,Moves With Nearby Elements,Offset from Host,Host Id,Height,Render Appearance,Render Appearance Properties,Elevation from Level,Default Elevation,Assembly Code,Assembly Description,OmniClass Number,OmniClass Title,Type Comments,Depth,Width,Washer Material,Label,Handle,Rear Clearance,Top Door Height,Dishwasher Material,Panel Face Material,Burner Material,Range Material,Microwave Material,Eccentricity,Elevation at Bottom,Elevation at Bottom Survey,Elevation at Top,Elevation at Top Survey,Enable Analytical Model,Rebar Cover - Bottom Face,Rebar Cover - Other Faces,Rebar Cover - Top Face,Default End Extension Length,Do Not Break At Inserts,Foundation Thickness,Structural Material,Structural Usage,Mark,Toilet - Bowl/Basin Material,Toilet - Seat Material,Top Of Counter,Basin Material,Faucet Material,Tub Material,Basin Rim Arc,Enclosure Track Depth,Basin Arc,Basin Drain,Basin Length,Basin Rim Depth,Basin Rim Thickness,Basin Thickness,Basin Width,Enclosure Cap,Enclosure Glass Thickness,Enclosure Height,Counter Height,Sink Material,Electrical Data,Calculate Coefficient of Utilization,Light Source Symbol Size,Ballast Number of Poles,Ballast Voltage,Lamp,Apparent Load,Diffuser Material,Light Box Material,At a distance,Ballast Loss,Color Filter,Dimming Lamp Color Temperature Shift,Efficacy,Emit Shape Visible in Rendering,Emit from Circle Diameter,Illuminance,Initial Color,Initial Color Temperature,Initial Intensity,Initial Light Intensity Input Method,Lamp Lumen Depreciation,Lamp Tilt Loss,Light Loss Factor,Light Loss Input Method,Luminaire Dirt Depreciation,Luminous Flux,Luminous Intensity,Surface Depreciation Loss,Temperature Color,Temperature Loss,Total Light Loss Factor,Voltage Loss,Wattage,length,Light Source Symbol Length,Spot Beam Angle,Spot Field Angle,Tilt Angle,Base Offset,Offset from Path,Angled Joins,Baluster Offset,Landing Height Adjustment,Rail Connections,Railing Height,Tangent Joins,Use Landing Height Adjustment,Baluster Family,Baluster Length,Baluster Separation,Baluster Shape,Baluster Spacing Type (Stair Railing Only),Baluster Width,Balusters Per Tread (Stair Railing Only),Rail Shape,Railing Thickness,Railing Width,Lateral Offset,Position,Base Level,Desired Stair Height,Top Level,Top Offset,Actual Number of Risers,Actual Riser Height,Actual Tread Depth,Desired Number of Risers,Tread/Riser Start Number,Maximum Riser Height,Minimum Run Width,Minimum Tread Depth,Construction Method,Function,Landing Type,Run Type,Cut Mark Type,Left Lateral Offset,Left Support,Left Support Type,Middle Support,Middle Support Number,Middle Support Type,Right Lateral Offset,Right Support,Right Support Type,Rebar Cover,Moves With Grids,Offset Base,Offset Top,Description,Leg Finish,Table Top,TV,Height of TV,Length of TV,Width of TV,Foot,Glass,Metal,Base Offset From Level,Cutoff Level,Cutoff Offset,Related to Mass,Fascia Depth,Maximum Ridge Height,Rafter Cut,Rafter or Truss,Slope,Default Thickness,Span Direction,Structural,Display in Hidden Views,Sill Height,Head Height,Define Thermal Properties by,Wall Closure,Trim Projection Ext,Trim Projection Int,Trim Width,Type Mark,Door Material,Frame Material,Comments,Muntin,Rail Width - Base,Rail Width - Center,Rail Width - Head,Stile Width,Trim Projection Ext.,Trim Projection Int.,Rail Width - Top,Stile Width - Hinge,Stile Width - Latch,Default Sill Height,Window Inset,Glass Pane Material,Sash Material,Projection,Rough Opening,Sash,Base Constraint,Base Extension Distance,Base is Attached,Location Line,Top Constraint,Top Extension Distance,Top is Attached,Unconnected Height,Wrapping at Ends,Wrapping at Inserts,Rebar Cover - Exterior Face,Rebar Cover - Interior Face
168778,Casework,Casework,,Yes,29 SF,,36.68 CF,None,OST_Walls,Casework,Casework,New Construction,None,0.1,1,,0,None,Casework,Basic Wall,,,,,"11' - 4 1/2""",,,,,,,,,,,,,,A1010200,Foundation Walls,,,,,"1' - 11""",,,,,,,,,,,,,,,,Yes,,Rebar Cover 1,,,,,18958,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0""",,,,,,,,,,,,,,,,,,,,,,,,"0""",,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,first floor,"0""",No,3,None,"0""",No,"2' - 11""",0,0,Rebar Cover 1,Rebar Cover 1
168828,Casework,Casework,,Yes,13 SF,,24.16 CF,None,OST_Walls,Casework,Casework,New Construction,None,0.1,1,,0,None,Casework,Basic Wall,,,,,"3' - 6""",,,,,,,,,,,,,,A1010200,Foundation Walls,,,,,"1' - 11""",,,,,,,,,,,,,,,,Yes,,Rebar Cover 1,,,,,18958,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0""",,,,,,,,,,,,,,,,,,,,,,,,"0""",,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,first floor,"0""",No,3,None,"0""",No,"2' - 11""",0,0,Rebar Cover 1,Rebar Cover 1
169220,Casework,Casework,,Yes,6 SF,,11.01 CF,None,OST_Walls,Casework,Casework,New Construction,None,0.1,1,,0,None,Casework,Basic Wall,,,,,"2' - 0 3/4""",,,,,,,,,,,,,,A1010200,Foundation Walls,,,,,"1' - 11""",,,,,,,,,,,,,,,,Yes,,Rebar Cover 1,,,,,18958,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0""",,,,,,,,,,,,,,,,,,,,,,,,"0""",,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,first floor,"0""",No,3,None,"0""",No,"2' - 11""",0,0,Rebar Cover 1,Rebar Cover 1
199110,Casework,Casework,,Yes,13 SF,,23.59 CF,None,OST_Walls,Casework,Casework,New Construction,None,0.1,1,,0,None,Casework,Basic Wall,,,,,"4' - 5""",,,,,,,,,,,,,,A1010200,Foundation Walls,,,,,"1' - 11""",,,,,,,,,,,,,,,,Yes,,Rebar Cover 1,,,,,18958,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0""",,,,,,,,,,,,,,,,,,,,,,,,"0""",,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,first floor,"0""",No,3,None,"0""",No,"2' - 11""",0,0,Rebar Cover 1,Rebar Cover 1
169391,Upper Casework,Upper Casework,,Yes,12 SF,,11.67 CF,None,OST_Walls,Upper Casework,Upper Casework,New Construction,None,0.1,1,,0,None,Upper Casework,Basic Wall,,,,,"4' - 8""",,,,,,,,,,,,,,A1010200,Foundation Walls,,,,,"1' - 0""",,,,,,,,,,,,,,,,No,,,,,,,18958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' - 0""",,,,,,,,,,,,,,,,,,,,,,,,"-6""",,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,first floor,"0""",No,3,Walls,"0""",No,"2' - 6""",0,0,,
169463,Upper Casework,Upper Casework,,Yes,23 SF,,22.86 CF,None,OST_Walls,Upper Casework,Upper Casework,New Construction,None,0.1,1,,0,None,Upper Casework,Basic Wall,,,,,"9' - 1 3/4""",,,,,,,,,,,,,,A1010200,Foundation Walls,,,,,"1' - 0""",,,,,,,,,,,,,,,,No,,,,,,,18958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' - 0""",,,,,,,,,,,,,,,,,,,,,,,,"-6""",,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,first floor,"0""",No,3,Walls,"0""",No,"2' - 6""",0,0,,
222342,Upper Casework,Upper Casework,,Yes,7 SF,,7.29 CF,None,OST_Walls,Upper Casework,Upper Casework,New Construction,None,0.1,1,,0,None,Upper Casework,Basic Wall,,,,,"2' - 11""",,,,,,,,,,,,,,A1010200,Foundation Walls,,,,,"1' - 0""",,,,,,,,,,,,,,,,No,,,,,,,18958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' - 0""",,,,,,,,,,,,,,,,,,,,,,,,"-6""",,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,first floor,"0""",No,3,Walls,"0""",No,"2' - 6""",0,0,,
203269,"Retaining - 8"" Concrete 2","Retaining - 8"" Concrete 2",,No,9 SF,,6.21 CF,None,OST_Walls,"Retaining - 8"" Concrete 2","Retaining - 8"" Concrete 2",New Construction,None,0.1,1,,0,Concrete,"Retaining - 8"" Concrete 2",Basic Wall,,,,,"3' - 6 3/4""",,,,,,,,,,,,,,,,,,,,"8""",,,,,,,,,,,,,,,,No,,,,,,,18942,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2' - 6 1/2""",,,,,,,,,,,,,,,,,,,,,,,,"0""",,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basement,"0""",No,3,None,"0""",No,"3' - 0 1/2""",0,0,,
203339,"Retaining - 8"" Concrete 2","Retaining - 8"" Concrete 2",,No,4 SF,,2.81 CF,None,OST_Walls,"Retaining - 8"" Concrete 2","Retaining - 8"" Concrete 2",New Construction,None,0.1,1,,0,Concrete,"Retaining - 8"" Concrete 2",Basic Wall,,,,,"4' - 4 3/4""",,,,,,,,,,,,,,,,,,,,"8""",,,,,,,,,,,,,,,,No,,,,,,,18942,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0""",,,,,,,,,,,,,,,,,,,,,,,,"0""",,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basement,"0""",No,3,None,"0""",No,"1' - 1""",0,0,,
146504,Interior Walls - Green,Interior Walls - Green,,Yes,124 SF,,46.63 CF,None,OST_Walls,Interior Walls - Green,Interior Walls - Green,New Construction,None,0.1,1,,0,None,Interior Walls - Green,Basic Wall,,,,,"20' - 9""",,,,,,,,,,,,,,B2010,Exterior Walls,,,,,"4 1/2""",,,,,,,,,,,,,,,,No,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0""",,,,,,,,,,,,,,,,,,,,,,,,"0""",,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,first floor,"0""",No,0,Walls,"0""",No,"8' - 0""",0,0,,
146559,Interior Walls - Green,Interior Walls - Green,,Yes,106 SF,,39.90 CF,None,OST_Walls,Interior Walls - Green,Interior Walls - Green,New Construction,None,0.1,1,,0,None,Interior Walls - Green,Basic Wall,,,,,"13' - 5""",,,,,,,,,,,,,,B2010,Exterior Walls,,,,,"4 1/2""",,,,,,,,,,,,,,,,No,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0""",,,,,,,,,,,,,,,,,,,,,,,,"0""",,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,first floor,"0""",No,0,Walls,"0""",No,"8' - 0""",0,0,,
169877,pantry,pantry,,Yes,11 SF,,21.56 CF,None,OST_Walls,pantry,pantry,New Construction,None,0.1,1,,0,None,pantry,Basic Wall,,,,,"1' - 9""",,,,,,,,,,,,,,A1010200,Foundation Walls,,,,,"2' - 0""",,,,,,,,,,,,,,,,No,,,,,,,18958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0""",,,,,,,,,,,,,,,,,,,,,,,,"-6""",,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,first floor,"0""",No,3,Walls,"0""",No,"7' - 6""",0,0,,
